customer_id,churned,churn_prob,risk_tier,CLV_3yr,days_since_last_purchase,total_orders,total_spend_usd,avg_order_value_usd,tenure_days,orders_last_90d,orders_last_180d,avg_discount_received,pct_returned,session_duration_avg,membership_tier
C00163,1,0.86,High,143.54226702997278,246,10,738.93,85.91,1835,0.0,0.0,10.0,0.0,12.0,Free
C00708,1,0.8566666666666667,High,137.49498591549298,206,8,534.67,75.62,1349,0.0,0.0,0.0,0.0,7.5,Free
C07898,1,0.85,High,315.4554140845071,277,8,1043.91,136.97,1065,1.0,1.0,5.0,0.0,15.525,Silver
C03657,1,0.84,High,282.25235294117647,196,5,620.94,122.07,663,0.0,1.0,6.25,0.0,12.0,Platinum
C01557,1,0.8366666666666667,High,142.19009523809527,344,4,378.88,102.26,882,0.0,0.0,10.0,0.0,10.0,Free
C05172,1,0.83,High,68.09577181208054,294,5,204.24,46.33,1043,0.0,0.0,8.333333333333334,0.0,28.733333333333334,Free
C02148,1,0.8266666666666667,High,158.01539260220636,261,22,1765.5,72.2,3082,0.0,0.0,10.0,0.0,9.1,Silver
C07809,1,0.8233333333333334,High,152.33779787234042,29,1,100.42,93.41,188,0.0,0.0,0.0,0.3333333333333333,13.4,Gold
C05109,1,0.8233333333333334,High,111.58694117647063,18,1,45.41,43.31,119,0.0,0.0,13.333333333333334,0.0,28.5,Free
C01331,1,0.82,High,86.90350819672133,217,5,515.14,103.74,1830,0.0,0.0,10.0,0.0,9.1,Free
C05853,1,0.8166666666666667,High,28.240345945945943,246,2,72.15,34.08,740,0.0,1.0,1.6666666666666667,0.0,17.233333333333334,Free
C04957,1,0.8133333333333334,High,260.86550000000005,265,3,189.38,61.26,216,1.0,1.0,6.0,0.4,9.5,Silver
C01414,1,0.8133333333333334,High,9.737276679841898,249,2,30.33,16.07,1012,0.0,1.0,20.0,0.0,18.85,Silver
C03943,1,0.8133333333333334,High,160.7400288692863,189,24,566.23,27.24,1247,0.0,0.0,0.0,0.0,13.6,Free
C07021,1,0.8133333333333334,High,12.991525423728813,26,1,4.89,5.0,118,0.0,0.0,16.666666666666668,0.0,21.166666666666668,Free
C04585,1,0.81,High,238.8126737149107,333,21,2065.46,101.74,2743,1.0,1.0,6.25,0.0,12.825,Gold
C00801,1,0.81,High,744.7665836065574,227,40,3292.97,92.61,1525,0.0,0.0,3.75,0.0,9.9,Free
C06915,1,0.8066666666666666,High,2301.9380240963856,218,6,614.33,103.86,83,0.0,1.0,14.0,0.0,21.1,Free
C06984,1,0.8033333333333333,High,290.63109401709403,358,31,2340.6,75.13,2457,1.0,1.0,3.5714285714285716,0.0,25.3,Free
C03884,1,0.8,High,2274.7709508196726,215,24,2033.62,75.43,244,0.0,0.0,5.0,0.5,12.05,Free
C00429,1,0.7966666666666666,High,55.6431587628866,426,3,150.27,58.68,970,0.0,0.0,40.0,0.0,4.7,Free
C04324,1,0.7966666666666666,High,221.533083062645,188,27,1503.95,57.67,2155,1.0,1.0,17.0,0.0,11.42,Free
C00974,1,0.7933333333333333,High,223.87324324324322,56,2,168.75,81.05,222,0.0,0.0,8.0,0.0,15.34,Free
C05836,1,0.7933333333333333,High,230.96942569269515,188,18,1060.51,66.46,1588,0.0,0.0,14.166666666666666,0.0,10.683333333333332,Free
C07268,1,0.7933333333333333,High,264.1897923497268,231,14,498.6,33.79,549,0.0,0.0,0.0,0.0,11.7,Silver
C06305,1,0.7933333333333333,High,537.4743344709897,335,10,1501.19,154.09,879,0.0,0.0,12.5,0.5,27.1,Platinum
C02866,1,0.79,High,30.774024793388435,18,1,24.16,24.29,242,0.0,1.0,6.875,0.0,18.2125,Free
C02537,1,0.79,High,202.45082474226805,251,15,744.36,55.51,1261,0.0,0.0,20.0,0.0,12.2,Free
C05289,1,0.79,High,216.45293478260876,219,12,737.87,64.95,1104,0.0,0.0,2.5,0.0,3.3000000000000003,Free
C07623,1,0.79,High,458.8822144329897,353,11,664.87,65.99,485,0.0,0.0,1.6666666666666667,0.0,42.76666666666667,Gold
C02015,1,0.79,High,2053.2406879606883,367,8,2319.95,340.7,407,0.0,0.0,0.0,0.0,13.225,Platinum
C00132,1,0.79,High,62.90860103626944,15,2,38.33,19.8,193,0.0,0.0,25.0,0.0,27.3,Free
C07564,1,0.79,High,71.18931372549021,187,2,134.04,71.05,612,0.0,0.0,0.0,0.0,16.633333333333336,Silver
C03092,1,0.7866666666666666,High,455.61419354838716,196,20,1087.26,62.19,837,1.0,1.0,0.0,0.0,14.100000000000001,Gold
C04635,1,0.7866666666666666,High,180.39014685314686,249,6,351.64,56.09,572,0.0,0.0,3.75,0.25,25.65,Free
C04877,1,0.7833333333333333,High,183.1142068965517,146,1,29.63,34.64,58,0.0,0.0,18.333333333333332,0.0,18.366666666666664,Free
C00717,1,0.7833333333333333,High,203.91085539714868,288,14,654.03,46.65,982,1.0,1.0,0.0,0.0,15.950000000000001,Gold
C04552,1,0.7833333333333333,High,213.12934806629838,24,2,143.99,62.91,181,0.0,0.0,8.333333333333334,0.0,23.46666666666667,Free
C06550,1,0.7833333333333333,High,48.667029850746275,261,3,97.42,28.36,536,0.0,0.0,8.333333333333334,0.0,14.0,Free
C00328,1,0.78,High,429.71877477477494,289,64,3910.86,58.34,2664,0.0,2.0,10.0,0.0,13.05,Free
C02157,1,0.78,High,415.1386966292135,188,4,369.3,90.38,267,1.0,1.0,5.714285714285714,0.0,17.642857142857142,Free
C06667,1,0.78,High,1345.4300322580646,209,18,2372.5,120.92,496,1.0,1.0,5.0,0.0,19.925,Free
C00693,1,0.78,High,1553.2260930232558,202,22,1293.48,59.41,258,0.0,0.0,15.0,0.0,12.6,Gold
C05210,1,0.7766666666666666,High,105.65754545454548,103,1,121.01,106.14,308,0.0,0.0,0.0,0.0,0.0,Gold
C04900,1,0.7766666666666666,High,168.63000000000002,13,2,148.96,79.75,290,0.0,0.0,3.3333333333333335,0.0,11.5,Free
C01505,1,0.7766666666666666,High,147.23613333333336,12,2,99.07,43.22,180,0.0,0.0,12.0,0.4,22.92,Free
C03336,1,0.7766666666666666,High,4296.999,307,18,2154.15,140.15,180,0.0,0.0,7.5,0.0,13.0,Free
C00469,1,0.7766666666666666,High,287.0739515033948,382,18,906.56,53.63,1031,0.0,0.0,0.0,0.0,23.5,Free
C00136,1,0.7766666666666666,High,612.2005856353592,221,21,617.56,34.42,362,0.0,1.0,8.333333333333334,0.0,24.5,Silver
C03102,1,0.7766666666666666,High,10.546251740760582,28,1,63.88,64.22,1867,0.0,0.0,10.0,0.5,9.899999999999999,Gold
C04279,1,0.7733333333333333,High,61.78215441176471,99,1,105.77,109.62,544,0.0,0.0,10.0,0.0,14.099999999999998,Gold
C06659,1,0.7733333333333333,High,93.31337100737103,73,1,123.46,123.87,407,0.0,0.0,9.285714285714286,0.0,18.185714285714287,Silver
C03215,1,0.7733333333333333,High,191.42504347826093,73,1,144.31,129.24,207,0.0,0.0,3.3333333333333335,0.0,34.43333333333334,Free
C00576,1,0.7733333333333333,High,362.9725909090909,190,6,642.48,104.18,528,0.0,0.0,2.5,0.0,22.950000000000003,Gold
C02265,1,0.7733333333333333,High,435.2584444444444,200,6,788.16,114.99,486,0.0,0.0,0.0,0.0,96.5,Gold
C06727,1,0.7733333333333333,High,1016.3334653465346,218,24,1046.14,41.85,303,0.0,0.0,0.0,0.0,16.466666666666665,Gold
C05037,1,0.7733333333333333,High,4958.572235294118,327,12,1982.22,160.38,119,0.0,0.0,8.333333333333334,0.0,17.733333333333334,Free
C07836,1,0.7733333333333333,High,15.195736052789444,32,1,89.66,82.62,1667,0.0,1.0,11.666666666666666,0.0,29.666666666666668,Gold
C06242,1,0.77,High,196.82190476190482,244,4,622.98,141.55,882,0.0,0.0,0.0,1.0,16.6,Free
C03612,1,0.77,High,219.1428936170213,202,2,94.19,50.39,141,0.0,0.0,10.0,0.0,13.799999999999999,Free
C07397,1,0.77,High,11.982294871794872,165,1,38.48,36.58,936,0.0,0.0,6.666666666666667,0.0,11.033333333333331,Free
C02196,1,0.77,High,615.7200819992191,216,55,4919.37,93.51,2561,0.0,0.0,3.3333333333333335,0.0,10.4,Gold
C07402,1,0.77,High,180.745276119403,73,1,150.03,157.99,268,0.0,0.0,5.0,0.25,12.275,Free
C03326,1,0.7666666666666667,High,32.87522513089006,54,1,42.61,40.96,382,0.0,0.0,5.0,0.0,14.775,Free
C01870,1,0.7666666666666667,High,141.10482154882155,193,14,385.39,29.29,891,0.0,0.0,0.0,0.0,38.2,Free
C05386,1,0.7666666666666667,High,136.21307865168544,27,2,73.86,39.54,178,0.0,0.0,10.0,0.2,18.48,Free
C04288,1,0.7666666666666667,High,83.93481600000001,220,2,30.06,17.11,125,0.0,0.0,5.0,0.0,11.1,Free
C01339,1,0.7666666666666667,High,109.94371801566581,201,7,619.01,78.48,1532,0.0,0.0,0.0,0.5,15.55,Free
C02306,1,0.7633333333333333,High,167.09525199543899,340,12,478.04,39.83,877,0.0,0.0,40.0,0.0,50.4,Silver
C06932,1,0.7633333333333333,High,249.4215988660525,266,18,1124.86,63.77,1411,0.0,1.0,8.333333333333334,0.3333333333333333,13.366666666666667,Platinum
C00067,1,0.7633333333333333,High,184.46643750000004,3,1,115.9,134.77,224,0.0,0.0,6.666666666666667,0.0,12.200000000000001,Silver
C02461,1,0.7633333333333333,High,76.1402313253012,117,2,194.13,103.06,830,0.0,0.0,6.25,0.0,15.425,Platinum
C03468,1,0.7633333333333333,High,201.4431157894737,209,11,419.57,39.72,665,0.0,0.0,1.25,0.0,20.225,Free
C01832,1,0.7633333333333333,High,24.08684892086331,164,2,42.09,21.84,556,2.0,2.0,4.0,0.0,21.779999999999998,Silver
C01130,1,0.7633333333333333,High,308.71277914691944,216,9,1045.83,118.03,1055,0.0,0.0,0.0,0.0,5.8,Free
C07684,1,0.7633333333333333,High,303.1702372881356,24,1,118.39,116.68,118,0.0,0.0,10.0,0.0,12.8,Free
C01299,1,0.76,High,583.2139128712871,193,7,1044.48,137.23,505,0.0,0.0,0.0,0.0,0.0,Platinum
C01388,1,0.76,High,20.243313207547178,6,1,101.34,104.98,1590,0.0,0.0,0.0,0.0,16.166666666666668,Free
C06537,1,0.76,High,1630.44,232,10,364.54,38.82,73,0.0,1.0,1.6666666666666667,0.0,23.166666666666668,Silver
C07321,1,0.76,High,136.46133333333333,15,2,29.75,14.02,63,0.0,0.0,10.0,0.0,22.2,Free
C03197,1,0.76,High,32.09690149253732,11,1,80.12,70.14,670,0.0,0.0,12.5,0.0,7.9,Platinum
C01492,1,0.76,High,35.40533181818183,78,2,105.75,50.81,880,0.0,0.0,7.5,0.0,11.1,Platinum
C07046,1,0.76,High,5964.672,244,14,694.51,50.72,19,0.0,0.0,0.0,0.0,12.633333333333333,Free
C02013,1,0.76,High,17.01924372230428,77,2,72.34,37.58,1354,0.0,1.0,7.5,0.0,22.6,Free
C05539,1,0.76,High,85.1585167464115,12,2,116.84,58.05,418,0.0,0.0,17.0,0.0,18.439999999999998,Free
C01814,1,0.76,High,43.648177914110434,27,1,80.44,92.82,652,0.0,0.0,25.0,0.0,9.6,Gold
C01449,1,0.7566666666666667,High,207.80047272727276,11,1,110.82,111.83,165,0.0,0.0,5.714285714285714,0.0,14.971428571428573,Silver
C07433,1,0.7566666666666667,High,36.21845265588915,222,2,116.95,51.15,866,0.0,0.0,5.0,0.0,6.8999999999999995,Free
C03276,1,0.7566666666666667,High,4256.683789473684,240,32,2607.48,74.19,171,0.0,0.0,1.4285714285714286,0.14285714285714285,16.228571428571428,Free
C07065,1,0.7533333333333333,High,39.195081081081085,31,2,203.85,108.79,1702,0.0,0.0,17.5,0.0,12.3,Gold
C07204,1,0.7533333333333333,High,60.12587368421053,5,1,35.15,37.26,190,0.0,0.0,0.0,0.0,8.6,Silver
C05882,1,0.7533333333333333,High,124.09108396946566,279,6,175.18,26.51,393,0.0,0.0,1.0,0.4,14.52,Gold
C00825,1,0.7533333333333333,High,95.7284386761843,216,33,549.66,14.58,1541,0.0,0.0,0.0,0.0,10.5,Free
C05877,1,0.7533333333333333,High,9242.968,208,17,1245.7,69.16,39,0.0,0.0,10.0,0.0,15.95,Free
C07709,1,0.7533333333333333,High,19.434630177514794,7,1,92.75,85.7,1352,0.0,0.0,6.25,0.25,15.625,Free
C02617,1,0.75,High,196.98405882352944,196,9,438.87,50.97,714,0.0,0.0,0.0,0.0,50.3,Silver
C07256,1,0.75,High,93.8174383078731,268,15,255.55,17.36,851,0.0,0.0,7.5,0.25,9.35,Free
C00474,1,0.75,High,24.2461300954033,38,2,84.3,45.59,1153,0.0,0.0,10.0,0.16666666666666666,15.950000000000001,Free
C04645,1,0.75,High,77.24727272727273,61,1,178.64,194.0,770,0.0,0.0,3.3333333333333335,0.0,16.566666666666666,Free
C00220,1,0.75,High,102.9868117154812,39,2,150.69,80.28,478,0.0,0.0,18.333333333333332,0.0,18.133333333333336,Free
C01345,1,0.75,High,212.48801324503313,235,23,915.09,36.4,1208,0.0,0.0,0.0,0.0,7.4,Free
C04294,1,0.7466666666666667,High,369.6659166666667,36,1,82.51,86.81,72,0.0,0.0,0.0,0.0,0.0,Gold
C06100,1,0.7466666666666667,High,1182.3177333333335,198,7,156.71,24.79,45,0.0,0.0,3.3333333333333335,0.3333333333333333,14.200000000000001,Silver
C03365,1,0.7466666666666667,High,191.3250652173913,5,2,130.01,57.41,184,0.0,0.0,4.166666666666667,0.0,13.566666666666668,Free
C03157,1,0.7466666666666667,High,7070.33076923077,329,30,2335.55,69.95,91,0.0,0.0,0.0,0.3333333333333333,14.700000000000001,Gold
C07832,1,0.7466666666666667,High,1806.9095364238408,284,10,849.44,88.99,151,0.0,0.0,5.0,0.3333333333333333,14.266666666666667,Silver
C05779,1,0.7466666666666667,High,1714.6121621621621,207,13,544.81,47.75,111,1.0,1.0,1.25,0.0,7.725,Gold
C04454,1,0.7466666666666667,High,389.4342457399103,238,28,3836.0,151.74,3345,0.0,0.0,0.0,0.0,12.1,Free
C04351,1,0.7466666666666667,High,19.56939253438114,246,4,185.9,40.61,2545,1.0,1.0,8.333333333333334,0.0,11.033333333333333,Free
C01673,1,0.7433333333333333,High,170.33865625000007,23,2,206.36,106.67,384,0.0,0.0,0.0,0.0,23.9,Free
C04794,1,0.7433333333333333,High,54.38708571428572,47,2,89.01,43.46,490,0.0,0.0,0.0,0.0,10.8,Free
C02519,1,0.7433333333333333,High,15.670394568690098,16,1,72.69,63.99,1252,0.0,0.0,20.0,0.5,10.5,Free
C06073,1,0.7433333333333333,High,192.3283764705883,14,1,53.74,53.32,85,0.0,0.0,8.0,0.0,16.22,Gold
C04469,1,0.7433333333333333,High,123.36909316770188,275,4,460.03,113.37,1127,0.0,0.0,0.0,0.0,38.9,Free
C07778,1,0.7433333333333333,High,346.20028596187177,189,35,1284.47,37.23,1154,0.0,0.0,0.0,0.0,0.0,Free
C06340,1,0.7433333333333333,High,64.88318918918918,49,2,173.97,78.3,740,0.0,0.0,15.0,0.0,13.8,Free
C03193,1,0.7433333333333333,High,644.6786701570682,232,22,2609.65,109.53,1146,0.0,0.0,0.0,0.0,9.25,Gold
C04079,1,0.7433333333333333,High,44.18217647058824,10,1,97.24,102.89,714,0.0,0.0,0.0,0.0,27.600000000000005,Free
C07031,1,0.7433333333333333,High,12.108167725540028,87,2,68.49,31.08,1574,0.0,0.0,12.5,0.0,22.35,Silver
C00179,1,0.7433333333333333,High,156.71783606557378,79,2,152.47,77.95,305,0.0,0.0,3.3333333333333335,0.0,11.200000000000001,Free
C04715,1,0.7433333333333333,High,100.34639999999999,292,4,224.69,59.73,730,0.0,0.0,2.5,0.0,22.333333333333332,Free
C05375,1,0.74,High,24.852874172185427,294,1,22.01,24.48,302,0.0,1.0,0.8333333333333334,0.0,19.1,Silver
C02726,1,0.74,High,152.889489539749,74,2,107.41,59.59,239,0.0,0.0,0.0,0.0,0.0,Silver
